rating,review
4,"We bought this Toshiba and it works. But the one thing you should be able to do easily, you cannot, and it is not obvious why.  Our first meal was oatmeal.  The cook time needed is one minute thirty five seconds.  To select 1:35 is an absolute puzzle that we did solve after a half hour of pushing buttons.  Solution:  PAY ATTENTION NOW.  Press cook time TWICE [once will give you 0:00] and that will not let you put in a specific cook time.  Press it TWICE and it will provode the four zeroes 00:00.  Then you can punch in 1:35, or anything else you want.  If you do not follow this procedure of two presses on cook time, No matter what you try to press, the first number you key in WILL START the machine AND GO WITH THAT NUMBER IN MINUTES!  What a mess this keypad is for an otherwise outstanding oven."
2,"We got this to get more counterspace since we had microwave and separate air fryer.  Don't bother. It isn't an air fryer.  It takes over 30 minutes for what takes 10 in a real air fryer, and just not as crisp.  The microwave is LOUD and we mainly use it to reheat coffee, it takes 50% more time to do it than our old one.  So this unit is in the donate pile, and our old stuff is back on our counter.  Don't waste the money"
3,Didn’t receive instruction booklet
5,"This is a housewarming gift for my son. He reported it arrived damaged, the door wouldn't open and close as it should. The box was also damaged. We requested return authorization, and a replacement. The replacement arrived a day or two later, and my son returned the damaged product. I see the return is complete. An upsetting situation was smoothly resolved. Amazon rocks."
4,"Its cute and has worked well over the past 3 weeks. It does a good job heating food. As some of the other reviewers mentioned for the retro looking microwave , things can get complicated for those who aren't very ""tech/microwave savy"" aka when my geriatric parents are trying to use it."
4,Excellent cooking.  5 stars cooking.  Only drawback is obnoxious beeper that can't be silenced. Negative 1 star sound.
5,This is a perfect size for my small kitchen plus nice and quiet.  It has been working well and was easy to use right out of the box.
4,The buttons are dark and hard to see/read
1,"Keypad froze intermittently. Oven light directed outwards, not into compartment so food could be seen. Leg pads not level. Fascia and door not aligned with body of oven, door loose on hinges. Noisiest nuke I've ever had. Easy refund and return were the only positive aspects to buying this piece of trash."
1,"Purchased this unit, put it on my boat.  Fit and looked great.  Since it's on the boat we didn't use it for a month or so after the initial test use and now that I can't return it via Amazon it's proven (very) defective.  After popping a single bag of popcorn, it now blows it's own internal fuse after running for two to three seconds (I replaced the fuse several times to test it).  So i have a $100 bag of popcorn and a brand new microwave-shaped paper weight.  Am thinking shipping it for repair will be pretty expensive and may just try to give it to a local shop to get rid of it."
